id,mode,source,exam,subject,scope,type,question_no,question,option_a,option_b,option_c,option_d,answer_letter,answer_text,explanation,guide_subject,guide_chapter,guide_pdf_page,notes
B754,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,754,會計師事務所欲自動處理各類費用報銷單據（手寫、掃描、發票），且分類規則因企業而異。方案甲（直呼 LLM API）與方案乙（使用 RAG 比對歷史案例），何者正確？,方案甲優於方案乙，因基礎模型具備廣泛通用知識,方案乙優於方案甲，因 RAG 能提供歷史案例作為參考上下文，顯著提升分類準確率,兩者效果相同，應選建置簡單的方案甲,可透過預先設定固定分類規則處理，以提升效率,B,方案乙優於方案甲，因 RAG 能提供歷史案例作為參考上下文，顯著提升分類準確率,這題的正確答案是「方案乙優於方案甲，因 RAG 能提供歷史案例作為參考上下文，顯著提升分類準確率」。RAG 屬於生成式 AI 應用架構中的小概念，目的是讓模型回答時不要只靠自身記憶。RAG 會先從外部資料庫、文件或知識庫檢索相關內容，再讓模型根據找到的資料生成回答。所以題目如果強調「外部資料」、「可追溯來源」、「資料頻繁更新」或「降低重新訓練成本」，就要連到 RAG。因此，「方案乙優於方案甲，因 RAG 能提供歷史案例作為參考上下文，顯著提升分類準確率」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B755,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,755,"客服主管欲在 Low-Code 平台設定：當訊息判定為「退費意圖」且金額大於 10,000 元時自動發送通知。此需求應透過何種元件實現？",條件分支（Branching / Router）,資料格式化（Formatter）,迭代／迴圈（Iterator）,陣列聚合器（Array Aggregator）,A,條件分支（Branching / Router）,這題的正確答案是「條件分支（Branching / Router）」。No Code／Low Code 屬於 AI 應用導入工具中的小概念。它的重點是降低開發門檻，讓非工程背景人員也能透過拖拉介面、範本或少量設定建立應用。所以題目若強調不會寫程式、快速建立流程或降低開發門檻，就要連到 No Code／Low Code。因此，「條件分支（Branching / Router）」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B756,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,756,人資部使用 Dify 平台建立 AI 面試機器人，測試發現機器人無法記住五分鐘前的對話內容。何種措施能從根本解決此問題？,提升語言模型的溫度參數,在每次 API 請求中，手動將歷史對話內容（Chat History）送入模型,改用參數量更大的多模態模型,為伺服器增加記憶體容量以擴充快取空間,B,在每次 API 請求中，手動將歷史對話內容（Chat History）送入模型,這題的正確答案是「在每次 API 請求中，手動將歷史對話內容（Chat History）送入模型」。API 與 Token 成本屬於生成式 AI 系統導入與營運成本中的小概念。API 是系統呼叫模型服務的介面，Token 則常用來計算文字輸入與輸出的使用量與費用。所以題目如果強調模型呼叫、用量費、推理成本或系統串接，就要連到 API 與 Token。因此，「在每次 API 請求中，手動將歷史對話內容（Chat History）送入模型」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B757,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,757,關於 API 串接服務中的 Token 意義，下列敘述何者正確？,Token 是文字切分基本單位，與字詞對應，數量與文件長度有關,Token 是表示整段文字語意的向量單位,Token 的數量會影響模型的輸入輸出長度與計費，且受限於模型處理上限,Token 只影響運算速度，不影響成本,C,Token 的數量會影響模型的輸入輸出長度與計費，且受限於模型處理上限,這題的正確答案是「Token 的數量會影響模型的輸入輸出長度與計費，且受限於模型處理上限」。API 與 Token 成本屬於生成式 AI 系統導入與營運成本中的小概念。API 是系統呼叫模型服務的介面，Token 則常用來計算文字輸入與輸出的使用量與費用。所以題目如果強調模型呼叫、用量費、推理成本或系統串接，就要連到 API 與 Token。因此，「Token 的數量會影響模型的輸入輸出長度與計費，且受限於模型處理上限」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B758,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,758,零售業者使用封閉式 No-Code 平台多年，發現資料採專有格式且無 API 支援。長期而言最可能面臨何種風險？,員工需具備進階程式語法能力才能操作,平台運算效能將隨時間逐漸下降,較容易發生資安漏洞,因資料與功能難以轉移而高度依賴原平台,D,因資料與功能難以轉移而高度依賴原平台,這題的正確答案是「因資料與功能難以轉移而高度依賴原平台」。No Code／Low Code 屬於 AI 應用導入工具中的小概念。它的重點是降低開發門檻，讓非工程背景人員也能透過拖拉介面、範本或少量設定建立應用。所以題目若強調不會寫程式、快速建立流程或降低開發門檻，就要連到 No Code／Low Code。因此，「因資料與功能難以轉移而高度依賴原平台」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B759,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜資料處理與分析概念,科目一｜資料處理與分析概念,單選題,759,物流公司導入 No-Code 平台以串接現有 ERP 與倉儲系統。若考量整合能力，何種特性最關鍵？,平台提供強制部署於地端伺服器的選項,具備豐富的 API 介介能力、Webhooks 機制與開放式架構,內建將流程還原為原始程式碼的工具,採用封閉式架構設計以降低外部風險,B,具備豐富的 API 介介能力、Webhooks 機制與開放式架構,這題的正確答案是「具備豐富的 API 介介能力、Webhooks 機制與開放式架構」。No Code／Low Code 屬於 AI 應用導入工具中的小概念。它的重點是降低開發門檻，讓非工程背景人員也能透過拖拉介面、範本或少量設定建立應用。所以題目若強調不會寫程式、快速建立流程或降低開發門檻，就要連到 No Code／Low Code。因此，「具備豐富的 API 介介能力、Webhooks 機制與開放式架構」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.2 資料處理與分析概念,3-24 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B760,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,760,企業發現各部門快速開發 AI 應用卻導致功能重複與管理混亂。在維持「AI 民主化」下，何種作法最適當？,全面禁止業務單位自行開發，由資訊部門負責,建立應用開發與模型使用之治理規範與共用標準,停止使用 No-Code 工具，改採傳統開發,增加平台操作難度以篩選使用者,B,建立應用開發與模型使用之治理規範與共用標準,這題的正確答案是「建立應用開發與模型使用之治理規範與共用標準」。AI 治理屬於 AI 導入與管理的大概念。它的重點是讓 AI 系統在設計、部署與使用時兼顧公平性、透明度、可解釋性、責任歸屬、隱私與風險控管。所以題目如果問制度、規範、監督或風險控管，就要從治理角度判斷。因此，「建立應用開發與模型使用之治理規範與共用標準」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B761,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,761,紡織廠欲建立「檢測瑕疵即自動拍照存檔並發送通知」的流程，且需保有調整彈性。何種解決方案最適合？,使用 n8n 建立工作流整合各項 API、檔案系統與通訊軟體,委外開發完全符合規格的客製化程式,採購現成的品質管理軟體直接導入,使用 Excel 巨集搭配人工作業,A,使用 n8n 建立工作流整合各項 API、檔案系統與通訊軟體,這題的正確答案是「使用 n8n 建立工作流整合各項 API、檔案系統與通訊軟體」。API 與 Token 成本屬於生成式 AI 系統導入與營運成本中的小概念。API 是系統呼叫模型服務的介面，Token 則常用來計算文字輸入與輸出的使用量與費用。所以題目如果強調模型呼叫、用量費、推理成本或系統串接，就要連到 API 與 Token。因此，「使用 n8n 建立工作流整合各項 API、檔案系統與通訊軟體」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B762,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,762,企業欲開發股票交易輔助工具，要求在 50 毫秒內下單且每秒處理萬筆高併發交易。Low-Code 平台的限制為何？,無法串接任何金融市場的外部 API,無法串接券商平台的下單 API,底層封裝通用框架，難以針對毫秒級延遲與超高吞吐量進行底層優化,無法建立即時更新的使用者介面,C,底層封裝通用框架，難以針對毫秒級延遲與超高吞吐量進行底層優化,這題的正確答案是「底層封裝通用框架，難以針對毫秒級延遲與超高吞吐量進行底層優化」。No Code／Low Code 屬於 AI 應用導入工具中的小概念。它的重點是降低開發門檻，讓非工程背景人員也能透過拖拉介面、範本或少量設定建立應用。所以題目若強調不會寫程式、快速建立流程或降低開發門檻，就要連到 No Code／Low Code。因此，「底層封裝通用框架，難以針對毫秒級延遲與超高吞吐量進行底層優化」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B763,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,763,的核心優勢為何？,仍需使用者熟悉 Python 與深度學習框架,可自動完成模型選擇、特徵處理與訓練流程，降低技術門檻,僅適用於文字情緒分析，應用範圍狹窄,產出的模型無法直接應用，需重寫程式,B,可自動完成模型選擇、特徵處理與訓練流程，降低技術門檻,這題的正確答案是「可自動完成模型選擇、特徵處理與訓練流程，降低技術門檻」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「可自動完成模型選擇、特徵處理與訓練流程，降低技術門檻」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B764,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,764,電商導入 CLIP 模型供使用者搜尋圖片。CLIP 是如何衡量文字描述與圖片之間的相符程度？,餘弦相似度（Cosine Similarity），計算向量方向相似度,BLEU 分數，衡量詞彙重疊度,交叉熵損失（Cross-Entropy Loss）,F1 分數，綜合評估精確率,A,餘弦相似度（Cosine Similarity），計算向量方向相似度,這題的正確答案是「餘弦相似度（Cosine Similarity），計算向量方向相似度」。嵌入向量屬於生成式 AI 與資料檢索中的小概念。它會把文字、圖片或其他資料轉成可計算距離的數值向量，方便系統比較語意相似度。所以題目如果強調語意搜尋、相似度比對或知識庫檢索，就要連到嵌入向量。因此，「餘弦相似度（Cosine Similarity），計算向量方向相似度」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B765,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,765,關於 Vibe Coding 與 Low-Code 的敘述，下列何者正確？,兩者本質相同，僅介面差異,Vibe Coding 不適合非技術人員使用,Low-Code 難以支援結構複雜的系統,Vibe Coding 依賴提示詞精準度；Low-Code 上限受限於平台預設元件,D,Vibe Coding 依賴提示詞精準度；Low-Code 上限受限於平台預設元件,這題的正確答案是「Vibe Coding 依賴提示詞精準度；Low-Code 上限受限於平台預設元件」。No Code／Low Code 屬於 AI 應用導入工具中的小概念。它的重點是降低開發門檻，讓非工程背景人員也能透過拖拉介面、範本或少量設定建立應用。所以題目若強調不會寫程式、快速建立流程或降低開發門檻，就要連到 No Code／Low Code。因此，「Vibe Coding 依賴提示詞精準度；Low-Code 上限受限於平台預設元件」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B766,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,766,關於 Agentic Coding 工具（如 Claude Code）在開發流程中所支援的核心能力，何者正確？,僅能提供建議，無法對檔案進行變更,可讀寫專案檔案、執行終端機指令並協助完成多步驟流程,著重於系統架構規劃，不參與撰寫,僅輔助優化程式碼，測試與建置仍需人工執行,B,可讀寫專案檔案、執行終端機指令並協助完成多步驟流程,這題的正確答案是「可讀寫專案檔案、執行終端機指令並協助完成多步驟流程」。AI Agent 屬於生成式 AI 應用與自動化任務規劃中的小概念。它不只是單次回答問題，而是能依目標拆解任務、使用工具、追蹤狀態並逐步完成工作。所以題目若強調自主完成任務、跨步驟規劃或工具調用，就要從 AI Agent 的角度判斷。因此，「可讀寫專案檔案、執行終端機指令並協助完成多步驟流程」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B767,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,767,"標註診斷病例極少時，強化微調（Reinforcement Fine-Tuning, RFT）相較於監督式微調（SFT）的優勢為何？",RFT 需仰賴更多高品質標註資料,RFT 透過獎懲回饋機制優化，對大量標註資料的依賴相對較低,兩者在資料需求上本質相同,RFT 可從未標註資料中自動產生正確標註,B,RFT 透過獎懲回饋機制優化，對大量標註資料的依賴相對較低,這題的正確答案是「RFT 透過獎懲回饋機制優化，對大量標註資料的依賴相對較低」。微調屬於生成式 AI 或機器學習模型優化中的小概念。它是在既有模型基礎上，使用特定領域或任務資料再訓練，使模型更適合指定用途。所以題目如果強調讓模型適應特定領域、特定任務或企業專用語境，就會連到微調。因此，「RFT 透過獎懲回饋機制優化，對大量標註資料的依賴相對較低」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B768,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,768,下列何者最能體現 AI Agent（AI 代理）與傳統自動化系統的關鍵差異？,能依任務目標動態決策行動並調整執行策略,可依預先設定流程自動執行固定任務,可透過圖形化介面操作,能處理大量結構化資料,A,能依任務目標動態決策行動並調整執行策略,這題的正確答案是「能依任務目標動態決策行動並調整執行策略」。AI Agent 屬於生成式 AI 應用與自動化任務規劃中的小概念。它不只是單次回答問題，而是能依目標拆解任務、使用工具、追蹤狀態並逐步完成工作。所以題目若強調自主完成任務、跨步驟規劃或工具調用，就要從 AI Agent 的角度判斷。因此，「能依任務目標動態決策行動並調整執行策略」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B769,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,769,法律事務所導入生成式 AI，目前在實務中的主要應用「不包括」下列何者？,快速爬梳判例、協助起草初稿、標記風險條款,根據事實與法條自動產出判決建議並直接由法官採用,協助法律行政工作減輕律師負擔,提供法律文獻摘要與合規檢查,B,根據事實與法條自動產出判決建議並直接由法官採用,這題是反向判斷題，正確答案是「根據事實與法條自動產出判決建議並直接由法官採用」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因為題目要找的是「不屬於、較不符合或不正確」的選項，所以「根據事實與法條自動產出判決建議並直接由法官採用」才是本題要選的答案。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B770,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,770,法律事務所導入 AI 合約審查系統，架構師在設計上下文（Context）時最優先考量應為何？,強化模型的創意生成能力,儘量壓縮長度以降低成本,優先提升回應速度,優先保留原文逐字精確性,D,優先保留原文逐字精確性,這題的正確答案是「優先保留原文逐字精確性」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因此，「優先保留原文逐字精確性」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B771,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,771,客服系統先從知識庫檢索文件，再依內容生成回覆。此技術本質為何？,純粹資料檢索系統,傳統規則式系統,結合檢索與生成的生成式 AI 應用（RAG）,預測分析系統,C,結合檢索與生成的生成式 AI 應用（RAG）,這題的正確答案是「結合檢索與生成的生成式 AI 應用（RAG）」。RAG 屬於生成式 AI 應用架構中的小概念，目的是讓模型回答時不要只靠自身記憶。RAG 會先從外部資料庫、文件或知識庫檢索相關內容，再讓模型根據找到的資料生成回答。所以題目如果強調「外部資料」、「可追溯來源」、「資料頻繁更新」或「降低重新訓練成本」，就要連到 RAG。因此，「結合檢索與生成的生成式 AI 應用（RAG）」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B772,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,772,團隊使用 AI 助手開發時，發現其產出的 API 呼叫方式過時。何種技術能讓模型在推理時即時存取外部最新文件？,模型微調 (Fine-tuning),知識蒸餾 (Knowledge Distillation),提示詞快取 (Prompt Caching),透過 MCP (Model Context Protocol) 工具整合,D,透過 MCP (Model Context Protocol) 工具整合,這題的正確答案是「透過 MCP (Model Context Protocol) 工具整合」。API 與 Token 成本屬於生成式 AI 系統導入與營運成本中的小概念。API 是系統呼叫模型服務的介面，Token 則常用來計算文字輸入與輸出的使用量與費用。所以題目如果強調模型呼叫、用量費、推理成本或系統串接，就要連到 API 與 Token。因此，「透過 MCP (Model Context Protocol) 工具整合」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B773,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,773,企業導入生成式影像 AI 工具，下列何者「不屬於」該類工具之典型功能範疇？,依指令移除物件並修補背景,依指令調整光影與風格,將特定元素替換為其他物件,依圖像內容自動判斷銷售數據並生成分析報表,D,依圖像內容自動判斷銷售數據並生成分析報表,這題是反向判斷題，正確答案是「依圖像內容自動判斷銷售數據並生成分析報表」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因為題目要找的是「不屬於、較不符合或不正確」的選項，所以「依圖像內容自動判斷銷售數據並生成分析報表」才是本題要選的答案。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B774,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,774,某保險公司導入具延伸推理（Extended Thinking）能力的模型處理理賠審查，希望依案件複雜度自動調整推理深度以平衡品質與成本。此設計核心概念為何？,調整模型溫度參數（Temperature）,針對複雜案件改用較大參數規模的模型,依複雜度動態設定推理過程的思考資源上限（如 Token 預算）,在提示詞中增加更多說明與範例,C,依複雜度動態設定推理過程的思考資源上限（如 Token 預算）,這題的正確答案是「依複雜度動態設定推理過程的思考資源上限（如 Token 預算）」。API 與 Token 成本屬於生成式 AI 系統導入與營運成本中的小概念。API 是系統呼叫模型服務的介面，Token 則常用來計算文字輸入與輸出的使用量與費用。所以題目如果強調模型呼叫、用量費、推理成本或系統串接，就要連到 API 與 Token。因此，「依複雜度動態設定推理過程的思考資源上限（如 Token 預算）」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B775,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,775,某 AI 助理採用 Titans 架構的 Memory as Context (MAC) 機制以記住使用者偏好。在此設計下，長期記憶最可能是何種使用方式？,將記憶模組整合進模型每一層內部,利用記憶調整模型的注意力強弱,將記憶整理成重點，與目前輸入一起提供給模型參考,增加模型可處理的文字長度而不使用記憶模組,C,將記憶整理成重點，與目前輸入一起提供給模型參考,這題的正確答案是「將記憶整理成重點，與目前輸入一起提供給模型參考」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因此，「將記憶整理成重點，與目前輸入一起提供給模型參考」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B776,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,776,下列何者「不符合」AI Agent（AI 代理）之典型特性？,可依任務目標動態規劃處理流程,可視情境調用不同外部工具完成任務,僅能依固定提示生成多樣化文本內容,可在執行過程中調整策略以達成目標,C,僅能依固定提示生成多樣化文本內容,這題是反向判斷題，正確答案是「僅能依固定提示生成多樣化文本內容」。AI Agent 屬於生成式 AI 應用與自動化任務規劃中的小概念。它不只是單次回答問題，而是能依目標拆解任務、使用工具、追蹤狀態並逐步完成工作。所以題目若強調自主完成任務、跨步驟規劃或工具調用，就要從 AI Agent 的角度判斷。因為題目要找的是「不屬於、較不符合或不正確」的選項，所以「僅能依固定提示生成多樣化文本內容」才是本題要選的答案。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B777,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,777,某企業在設計 AI 代理時，判斷是否採用 ReAct（Reason and Act）架構。下列哪一種情境最適合使用 ReAct 技術？,將固定格式的 PDF 合約批次翻譯並儲存,根據既有規則判斷退貨條件並回覆,依既定流程進行多步資料查詢與整理,分析新創公司融資狀況，由 AI 自行判斷資訊是否足夠並調整查詢方向,D,分析新創公司融資狀況，由 AI 自行判斷資訊是否足夠並調整查詢方向,這題的正確答案是「分析新創公司融資狀況，由 AI 自行判斷資訊是否足夠並調整查詢方向」。AI Agent 屬於生成式 AI 應用與自動化任務規劃中的小概念。它不只是單次回答問題，而是能依目標拆解任務、使用工具、追蹤狀態並逐步完成工作。所以題目若強調自主完成任務、跨步驟規劃或工具調用，就要從 AI Agent 的角度判斷。因此，「分析新創公司融資狀況，由 AI 自行判斷資訊是否足夠並調整查詢方向」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B778,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,778,在大型語言模型的提示詞設計中，下列何者「不是」基於思維鏈（Chain-of-Thought）推理所發展而來？,ReAct prompting,Tree-of-Thought,Self-consistency,Zero-shot Learning,D,Zero-shot Learning,這題是反向判斷題，正確答案是「Zero-shot Learning」。大型語言模型屬於生成式 AI 的重要技術基礎，主要處理與產生自然語言內容。LLM 透過大量文字資料學習語言規律，可以進行摘要、問答、草擬、推理輔助與對話互動。所以題目如果強調文字理解、回答生成、任務步驟推理或語言互動，就要從大型語言模型來判斷。因為題目要找的是「不屬於、較不符合或不正確」的選項，所以「Zero-shot Learning」才是本題要選的答案。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
